Review Text,Label
"Such a lovely shirt and even though it is white, flowing and delicate it is not see-through so you will not have to worry about wearing an undershirt in the summer sun. lovely top!",Positive
"These jeans were not for me. they are very straight...hence the name 'parallel'. i'm have more of a straight athletic build so for me it was too much straight and didn't flatter my shape at all.

however, very nice jean once again from pilcro.",Positive
"Great print, terrible quality. the material is paper thin. not at all what i look for in a robe. it's going back.",Neutral
This jacket is perfect. swings just the right amount without looking too big.,Positive
Very pretty cardigan but it is huge! i ordered a large (normally xl or large) and it is so big! the shoulder seam comes to middle of my upper arm. i wanted to exchange it for a medium but they are out of stock. bummer.,Positive
"Love these! i am a medium in shorts or 29-30, and the medium fit perfectly.. true to size, very soft, flattering cut and color. love the embroidery. great for travel, very light and can be jazzed up a little with nice sandals, almost like a flirty little short skirt. the fullness and non fitted look is great for a less than perfect tummy.
i am very happy with this purchase.",Positive
"Has anyone tried to hand wash this dress instead of dryclean?
runs a little large. i am 5'5 135# 34dd and purchased xs. i was really surprised that xs fits well. i initially tried small but the armholes were too big. the waist is a little too high but i plan to wear it with a belt.",Positive
Adorable peplum top! colors are much more rich in person. saw it in the store and stalked it online until it went on sale. beautiful material and craftsmanship. i thought it ran on the large side though wish it was a touch longer but not enough to not purchase. highly recommend....great piece to dress up or down and easily add layers for fall.,Positive
"This dress ran large on me. i am a 10, sometimes an 8 but went with the 10. it just hung on me, giving me no shape. the colors are pretty and the dress was nice, but i expected it to wow me more for the price. sending back, may try again if the next size makes it to sale.",Positive
I'm obsessed with this top! i got it for christmas and wore it to dinner with black pants and flats and got lots of compliments. the fit is cute and fun and the detail is about even prettier in person.,Positive
"The colors are vibrant and the beading is beautifully simple and nicely done. i waited quite a few months for this dress but it was worth the wait! it's loose fitting, but still gives you some shape without looking like you are wearing a potato sack!",Positive
"I absolutely love this sweater!! it's soft, easy to wash, and looks great!",Positive
"I liked the way the dress looked in the front, but the material in the back was knit and very clingy. i did not think it was flattering on me.",Positive
"I am so happy i took a chance on this jumpsuit! i am post-baby (six weeks) and although i intend on slimming down more i would say that it is flattering even at my current size. and it will only get better! 
the quality and color are great!",Positive
"I wanted to love this shirt. i like the style, the material is soft but it was so short on me. perhaps i just have a long torso but it fit everywhere else. i wasn't even able to tuck it in because the sides just were so short.",Neutral
"I'm so glad to own this one. i just tried it today and fully satisfied as always with pilcro. true to size, perfect color.
high waisted and flare just right. can be paired with cropped top or peasant top. looking taller on this outfit!
best of all i got it on sale!",Positive
"Easy to wear and very cute, especially for curvy ladies. but, i think it looks best worn with a best, or a blazer on top, something to emphasize the waist a bit more.",Positive
I tried it on in the store & loved it but didn't purchase. then the retailer sale happened so i had to order it. it's lightweight and perfect for southern california. the embroidery adds funk and femininity. i'm 45 and feel like this works well for any age. i'm typically a large or 12 and the large fit perfect. i can't wait till the temps drop so i can wear it!!!,Positive
"Great tunic top! is longer than i thought it would be so i probably could have sized down, definitely covered my butt! but overall a great print and cute top. loving it!",Positive
These pants feel great. fit is true to size. the blue color is very unique. definitely recommend!,Positive
"Pros: soft, quality top, true to size, and would look great (a little tucked in) and off the shoulder

reality: it will be hard to keep the shoulders from sliding up, and (on me at least) it looked really meh...kind of dumpy.

i'm 5'6"", normally a medium/8, and i bought the medium here...fit was good. it's billowy and accurately displayed in the pictures, so as an hour-glass shaped gal, i'd need to tuck in the front (or all) or accessorize to give it a little shape. i really liked the feel a",Neutral
"I got an xs in this suit.  i am 5'1, 100#, a32.  this was much much too small.  it was very tight around the chest and i am only a 32a.  it is, however, a good looking suit.  i suggest sizing up.",Neutral
"I like this shirt because it can be worn for dressy or casual. i like the weight although i wish it was just a tad less see-through. i can get by without wearing a tank under but i usually feel like i have to wear one. i like the link. i feel like it runs just a little large. i love the length of the sleeves and the detail/cut of the sleeve. i like the colors on the shirt too. it's a good, versatile addition to my wardrobe!",Positive
"I ordered this dress in a size 8, my normal size at retailer. it is a lovely dress and so feminine, but it is incorrectly sized. i couldn't begin to button it. i reordered it in size 12 if that tells you anything. buyer beware. unless you are itsy bitsy, you need to size up. i will say that as pretty as the photos are, the dress is even more lovely in person.",Negative
I really wanted to like this shirt but it doesn't seem to be of that great of quality and is much more sheer than indicated in the photographs. the shirt is very clingy and doesn't hang well. i sent it back,Neutral
"Don't even waste your money, even on sale.

bought three in different colors because i loved the loose fit and airyness for hot southern summers. unfortunately, one of them ripped in the first wash. i let it air dry and thats when i found multiple runs and a hole that i could put my finger through. one of the other colors was fine, yet still pilled pretty bad. the third one still has the tag. keeping the one that survived the wash because i like the color - but will only be using it as a knock",Negative
"This fits like a regular top for me. i can take petite on top most of the time. i bought this in a medium regular and it fits like my regular high low tees or tops. i think it's so cute on. it's light weight enough for warmer weather. i'm going to love it this spring/summer and into fall with a jacket or cardigan. another plus is it doesn't gape at the armpit which i get sometimes with regular cuts. it's not so low cut on me either, but i have a 32f (37-38ish inches) bust so that may be why? it",Positive
"Super cut but easily wrinkles. eg. i ironed it, got dressed, then bent down to tie my daughters shoe and the whole front bottom was super wrinkly. i thought that it'd go away but it didn't... just got worse by the time i got out of my car at work... front and back were noticeably wrinkled all day.",Neutral
"My husband bought this for my birthday. i love that it can be dressed up or worn for a more fun occasion.

i'm a tad small up top, so it fits a little too loose up there, but other than that it fits great. i'm considering getting it altered just because i love it so much.",Positive
"From quality, to design, and overall comfort...these leggings have it all. they are so so soft and feel and look amazing on. i bought the black and i love the ribbed detailing. it's just enough to add a little something. i ended up buying the other two colors and another pair of black! for the price it's more than worth it.",Positive
"These ag stevie ankle jeans only have 50% cotton.tthe rest is 41% lyocell (a rayon), 7% polyester, and 2% polyurethane. result: thin and clingy jeans that show every lump, and stretch out. 
.
these are no longer the same lovely ags in twill when they were at 80% cotton, 18% modal, 2% pu. it seems ag has also stopped making denim and corduroy with 98% cotton, at least in the stevies.
.
i'm sure these will be a great choice for someone looking for very soft and thin pants that feel like pjs, b",Negative
"I purchased this dress as an easy option to throw on after the gym or on a weekend trip without fuss. the fabric is soft, hangs well, and it is well-lined. but it's also a little more bilious than perhaps necessary to be beautiful and flowing. as in, i'm very comfortable in this dress, but it's not a dress i receive compliments while wearing. perhaps it reads as maternity wear without the belt.",Positive
"This top is very beautiful and the color is a dream, but wow is it short! i'm 5'8"" and it barely hit the top of the waistband on my jeans. the fabric is oddly heavy and not light and airy like i expected. it seemed like an odd choice for a blouse. 

because of the seaming and gathered fabric at the top of this shirt, i wouldn't recommend this to women who are busty/curvy on top. it made my chest look huge! this styling may work for petite ladies, but tall & curvy ladies beware.",Negative
"I really love this top. normally i would not go for a lot of narrow stripes like this because i would think it is too busy, but this one is certainly the exception. both colors are fantastic and i think the design is alluring-not busy. i like that it buttons down which offers a lot of flexibility to display necklaces or have completely up to complete change the look. one of the things i absolutely love about this is that it has long sleeves. i think it is rare these days to find something that i",Positive
Love this dress. had to exchange it because it runs a little small. i got the right size and it is beautiful.,Positive
"It's not often you can find a dress that is warm, cozy, timeless, and sexy at the same time, but this one is it. the material is thick but clings to the body in all the right places. i normally wear an xs or s, and in this i took an xs. sleeves are nice and long. your shoulders are exposed as much as you want them to be, depending on how low you fold over the collar piece. i chose to tack mine down in place, so i'm not always adjusting it.

i wore this dress with black heeled over-the-knee boots",Positive
"I tried on the petite size in my usual xs, adn i actually have to go down to xxs, i looked overtaken by the shirt. i'm 5'2"" and 115lbs)

cut is flowy and not close to the body, sleeves are narrower, but still ok with athletic built.

color: light one is great for gals with darker complexion and hair, but for my pale self, the darker one was better... but can't go wrong, i ordered both colors and liked both of them.

ruffle is a great addition too...",Positive
"This top is very cute, very flattering, and very unique! love the high/low back! also very comfy, would recommend to anyone!",Positive
Great spin on a basic turtleneck! i like it unbuttoned just as must as buttoned! material is super soft. good length.,Positive
The quality of this jacket is outstanding. color combination is very chic and sophisticated. jacket is warm but not bulky.,Positive
"Walked into the retailer store in new york, while on vacation, and saw this on display. had to try it on immediately and loved the look. received several compliments from customers in the store. it's beautifully made, soft on the inside and makes a great statement piece that i will enjoy for years to come!! you will need to size down cause it runs large. i love it............",Positive
"Other reviewers have pointed out that these tops (i have both colors now, spoilers!) run long- and i am happy to agree. basically, there's a lot to work with here. i'm always looking for longer tops to traverse a larger bust, and this is a great hip-hitting length for me. plus, the neckline can be style multiple ways. all in all, a flattering better-than-basic sweater.",Positive
This is a pretty sweater that is great for transitioning to fall. wear it sleeveless on throw a leather jacket over it for cooler nights. fights true to size. the gray is a very pretty color. great addition to my wardrobe!,Positive
This vest was of excellent weight but it had very little style. it was like a giant piece of felt was cut out with little thought to design or nuance. not for me.,Neutral
I love how this long sweater drapes. it's soft -feels great on - and looks fabulous over leggings or skinnys!,Positive
"I most often fit into a size medium. based on prior reviews, i ordered this dress in a small and it fits perfectly. it drapes nicely. the fabric is soft and flows well. the under layer has a nice little stretch to it. the dress looks good with and without the belt. my favorite and most-slimming look is to just tie cinch and tie it in the back, such that it does not wrap around the front at all. the dress is so comfortable and the neckline is very flattering. no bra needed for my small bust.",Positive
"This dress is really beautiful. very well made and high quality fabrics. unfortunately, it is cut very narrow. i am between sizes, ordered up and still felt like it was at least a size too small. i think if you have any curves in your midsection that this dress is going to be a challenge. if you are lean and straight then this will look great on you.",Neutral
"As with my other pilcro pants, i love the fit of these jeans. very soft fabric but don't stretch out too much after first wearing. the fabric is distressed but not so much that i worry about holes forming.",Positive
"I bought the navy polka dot top and i love the way the design lets you work orange into your wardrobe if it's a color you wouldn't normally wear. the blouse is sheer so a camisole is needed underneath; i'm looking forward to layering over the blouse in the fall to add a pop of pattern to a navy sweater.
i'm a 34f and size 12 fit me easily with extra room under the arms. the gathering stops above the bust so that it fit's snug above and loose below. worn loose, the blouse is fairly long, coverin",Positive
"I was able to purchase this on sale and i'm so glad i did. i usually go between a size s and m (133 lbs., 5' 5"", 34 d) but the small fits perfectly. the color really isn't dark orange as stated......kind of a cross between rose/pale red/ salmon but i really love the color. it's not super heavy weight but not really thin either....actually perfect!",Positive
"I passed over this dress online thinking i'd never wear it. but, then i found myself inside an retailer store and decided to try it on. i am excited to say that i love this dress. it is soft and lovely. the cowl is large and the whole dress has a really great drape. my favorite thing is that the buttons along the back are functional. opening up the back turns this dress into a long cardigan that is to die for.",Positive
"I wanted to love this dress. the colors are heavenly and it looks light and airy. it isn't, it is very heavy, much too heavy for florida heat. the top layer is a beautiful sand color and while the fabric is nice, the heaviness of the top really weighs the whole dress down. i felt like it added ten pounds to my appearance, easily. back it went, boo hoo. if you are between sizes, i would size down, runs a bit big.",Neutral
"The cut of this dress is what drew me to order it, but it is so much more! first, the fabric is more of a raw silk, which is more like a soft linen than silk.. it's also got a very soft lining that feels great on the skin, and it has pockets! love a dress with pockets! i also love that the design is on the front and back. i am 5' 4"", 133 lbs and a 36c, and ordered a size 6. it's a little big on the sides, so i probably should've returned it for a 4, but it wasn't big enough to make it annoying o",Positive
"This dress did end up working out for me. however i am very narrow in my chest and shoulders and i can see how it would be too tight on anyone with a med-lrg chest and/or broad shoulders. the fabric is light weight, nice for summer. it will need to be ironed and will wrinkle easily but it still looks well made to me. the slip is smaller than the dress but i feel that the dress is supposed to be ""drapey"". i kept it.",Positive
"This jacket is the best! definitely my staple jacket for the spring. it is so comfortable and soft. i usually wear a small in retailer clothing, but i opted for the medium in this so there's a little room for layering. even with the extra room, it is so flattering. i absolutely love this jacket!",Positive
"I'm so glad i found this gem in the store, as the online pic does this shirt no justice!  the green version is vibrant and adorable, and this shirt is lightweight, without being see-through.  for sizing reference: i'm 5'4"", 135 lbs, 34c and a size 6 petite.  i tried this in the store in a size 4 and an 8 (only sizes they had) and rushed home to order it online in a 6.  perfect fit, so i believe its true to size.  the little details...the buttons and stitching make this shirt such a winner!",Positive
"So this is actually a holding horses dress, its mislabeled on the website. tts, a stunning vintage inspired piece, very 40's but timeless. the keyhole isn't too low cut, this is appropriate for work. beautiful drape and great lining - this dress can twirl! i am usually a xsmall/small and went with the small, fits perfectly though a bit loose in the waist but still very flattering - the xsmall would have been too tight in the shoulders. lovely dress!",Positive
This dress drapes very well and is flattering to many different body shapes. the colors give it the flexibility to wear from summer into fall. gorgeously designed!,Positive
"I bought the color ""black motif""although the markings look more dark purple and are similar to tie dyed coloring which is one of the things i love about this top. the fabric is so soft and i love the way the neckline falls. it is slightly sheer so may want to wear camisole underneath. personally i'm fine without it. looks great with jeans. i also tried it on in the ""blue motif"" which is the stripe version but found nothing special about that one.",Positive
"I really looked forward to receiving this piece, it was however extremely difficult to get on and off. you have to step into it and it is very narrow. it is difficult to get your arms in and i had to have my husband's help getting it off. i am 5'9"" 135 pounds. i have a fit figure. i ordered a medium, i wear a small or x-small for a top and an 8 in shorts or pants. once it was on i was not thrilled with the extra material around the hips and tummy area. it is not terribly becoming, it bunches up",Positive
"I love this slip.. i am contemplating whether i can pass it off as a dress over the summer. the skirt is a subtle shinier grey than the top. it is flattering with or without a bra and i am not usually the type to go without. i am 5'3, 32c and the xs fits perfectly! also i think it looks better in person.",Positive
"I love it! i was hesitant to spend so much on a suit, but it's well worth the money. i'm 5'3"", 140 lbs, and my stomach is my biggest problem area. i ordered a size 8 and it's a perfect fit and very flattering.",Positive
Like the color and romper style. this runs extremely large. i am normally a petite small and it was too large. with the wide- leg style and overall length you may need to alter this piece.,Neutral
"I have purchased many different styles of pilcro jeans, and have loved them all!!! these, unfortunately i do not like. i think they run large and the fit, just blah. the waist gapped and kinda had a ""mom jean"" look. i felt the quality was also not up to standard for this brand.",Neutral
"This was such an impulse buy- i bought it online during a sweater sale- and i am so glad i did! this is definitely one of my favorite recent purchases. it definitely seems more like a coat than a sweater, but it is lightweight. i ordered the red and it is beautiful. it looks great buttoned or left open and i think this could be dressed up or down (though it does have a hood, so that gives it a slightly more casual feel). it fits true to size- and it is definitely shorter in the front than the ba",Positive
Fun top for day or evening.,Positive
"Love this one. i usually wear a medium, got this in medium and fits perfectly. i agree with the prior reviewer regarding the arms, they are a little snug, but i like the fit just as is. the pattern and medium thinkness were just what i was looking for.",Positive
"I bought this dress for an awards ceremony, and couldn't be more pleased. the quality and detailing on the dress are great, and the hidden side zipper makes the dress easy to put on. i love that it's machine washable on a delicate setting. i've already worn it twice, and can't wait to wear it again for easter.",Positive
"A perfect basic tee!
loved how soft it is. not worth full price, but definitely one to add to your cart once on sale.",Positive
"Tried this on today at my local retailer and had to have it. it is so comfortable and flattering. it's too bad the picture online has the model tucking it into the skirt because you can't see the ruching across the front. a little dressier alternative to a plain tee and reasonably priced for retailer. 5'8"""" and i generally wear a 6, the small fit well. will probably be back for the black!",Positive
"The craftmanship & material (not itchy at all to me) are exquisite for this unique sweater/coat, but the shape is not for me. i have a slender build, 5'8"" 130 lbs, 34 b chest (i oredered my usual sm, which fit), and the silouette of this piece looked ridiculous on me. when buttoned, the top half was nicely fitted-- not snug; however, the lower half ballooned out to overemphasize the hips due to the pleating in back. the thing is, i have no hips, and having hips is a very good thing, though not i",Positive
"I've been looking for a leather or faux leather jacket for years and years and this is the first one that i've ever loved so much! the style is edgy and modern, yet still feminine and flattering. love the cut of the jacket, so flattering! looks amazing with dresses, skirts or denim. i got the dark red color, and it's much more brown and neutral than it appears online. i would love to get the tan color as well, but it's currently sold out in my size. the faux leather looks believable and expensiv",Positive
This dress is very lightweight and great for fall/spring weddings. i received several compliments all night! sits very nice on the waist as well!,Positive
This is such a cute and different jacket. of course i asked if they had it in black but i am glad they didn't because this is such a great color that is so versatile. i use it as a topper when it is not that cold out with a short sleeve under it or a long sleeve fitted shirt. you can wear with jeans or black pants if you want. great material for the price as well. i am usually between a small but more of a medium in my jackets. i ordered this in xs/s and it has plenty of room to even wear a swea,Positive
"This is one fabulous-looking dress; however, the really scratchy neckline at the lace edge was a deal-breaker for me. i even tried sizing up, to see if that would help, but it was still too scratchy for me.",Negative
"Nice fabric and construction. the small fit me, a usual size 6. only problem: there is no way to easily use the bathroom in this thing! seriously. that's why i'm returning it.",Positive
"On the hanger, this looks like a great dress .. especially to wear to a hawaii wedding. on me, not quite. 

the bell shape of this dress made it appear that i was carrying extra weight in the middle ... and the shorter length accentuated my big calves. 

for reference, i tried a 00p and i'm 5'1"", 102#, and 34a.",Positive
"I got this dress in pxxs in the gray color, i am 5'4"", 100lbs, petite frame, and it fits like a dream. true to size. the fabric is super soft and thick, drapes well, not too tight, and u can wear a regular bra!!!. length is also perfect, no shortening required (which is rare for me - this could be an issue for tall girls but i wouldnt know about that). it looks great with dressy flip flops for any summer occasion, can be casual or dressy depending on accessories. great purchase, 100% recommend.",Positive
"This tank top is great under cardigans or worn over shorts. the pocket and the seam along the bottom give it enough detail to be worn as a stand alone, but not too much to overshadow a stylish sweater layered over it. i bought the white one in the store in a medium and it fit great. then i purchased two more online (mango and pink) in the same size and they run a bit smaller than the one in the store. i thought the mango was a soft yellow from the photo online but it's pretty bright, as is the p",Positive
"This is beautiful tunic for the spring and summer. great paired with jeans or white denim. runs large and is a true tunic length. very pretty fabric and built in camisole, too. only downside is that it probably needs to be hand washed/line dried to keep it looking like new.",Positive
"I ordered this shirt through the website hoping it would look like it did on the model, it does! very nice, thick fabric. fits true to size, no complaints at all.",Positive
This is a wonderful style.,Positive
"I ""studied"" this dress for weeks before i finally bought it. i am soooo glad i bought it. much more fabulous than the picture. soft, quality denim that is not too heavy for summer. very fitted on top. love the pockets and the torn hem.",Positive
"I did the happy dance when the dress arrived, but the very sad dance when i tried it on. unfortunately, instead of following my instincts, i took the review here (and reviews from some other sites) to heart and ordered a size bigger than usual . huge mistake, as in this dress was huge -- much too big to alter and keep the integrity of design. for reference i'm 5'7, 130lbs, 34c. i usually wear an 8 dress (due to a very large rib cage). i ordered the 10 but was literally swimming. i think a 6 woul",Positive
"I bought the pink, which is a vibrant but not neon shade of deep reddish pink. love it. i love how the flutter of the sleeves is balanced with a slimmer fitting body, which keeps it from looking frumpy. i did order a size down to achieve this look. i prefer a more tailored look so this suits me while satisfying my desire for a little whimsy now and then. my only issue is that it's too low cut. trying to decide if i just need to wear it with a lower-cut bra or if this requires a cami. i hate laye",Positive
Love this skirt! i have worn it to work with a simple black shirt for a great outfit! i have had many compliments on it. it is very flattering and comfortable!,Positive
"I love sundry clothing. this lightweight fleece is the perfect weight. it keeps you warm enough when it's cold, but not hot when it is milder. it's super soft with nice embroidery. size 1 is a great fit for my 5'1"" frame. wear it to hang at home or to go out.",Positive
"Despite the fact that this jacket is made from a gorgeous ottoman looking knit fabric, and has perfect fit, nice arm length, looks good on the hanger, the jacket did me no justice at all. it arrived folded, in the mail, so i had to press down the unruly pleats before i could try it on (you have to do this with nearly every item you buy online that comes folded flat and stuck in a cellophane bag.). so i pressed the jacket, tried to neaten the pleats but to no avail. the pleats would not stay put",Neutral
"I purchased this gaucho as a gift for my mother.
at first, i was about to try it for myself because gaucho is a little trend nowadays.
but later, it turned out that it was a perfect fit for my mother.
it went well with her perhaps because she saved a lot of her fashion from 1980s.
it also fit well with contemporary fashion as well.
however, i think it matches better with vintage fashion than to contemporary fashion.
so, if you happen to save those ""good old fashion"", take them out and try",Positive
Still can't decide if i want to keep this. it's super comfortable but much thinner than expected and the color seems more navy blue than black.,Neutral
"The fit on this is so strange. the middle string is definitely too long and the thin halter top offers hardly any lift. the print is lovely and the quality nice for the price. the cups are padded, which is nice i suppose, but would barely cover anything bigger than a c cup i'm guessing. i'm a 32dd, size 8 in pants, and size 4/6 in dresses and i ordered a medium. i also have a long torso, which probably didn't help.",Negative
"This is a very cute top. i am 5'4'', 170lbs, 34dd, and a large fit great. it fit perfectly in the chest, but the top is meant to be baggy at the bottom and long (it covers my bum). looks very cute with skinny jeans. love it!",Positive
A very versatile and cozy top. would look great dressed up or down for a casual comfy fall day. what a fun piece for my wardrobe!,Positive
"This sweater is beautiful! it fits/drapes nicely, is a gorgeous color, feels soft, and is comfortable to wear. i'm generally a s or m in this brand and opted for the medium. the sleeves are pretty long--i have to role them up a bit or they cover half my hand, but that's all right--they look fine rolled. i highly recommend!",Positive
I love tiny button down tops. this one didn't work at all for me. i was excited about the mix prints but on it looked like i was wearing a vest over a striped shirt. also the arm was frayed on the shirt i tried on.,Negative
"Reference: 100#, 5'1, 32a... ordered size xs.  the suit is pretty.  under the neckline, where the two orange panels meet the white center panel, that corner puckers a bit.  this will not happen if you have a larger chest than my 32a or have a longer/broader torso so that the fabric can stretch out, thus pulling that merging area flat.  the sides (cut out) lays flat when you stand up straight and gapes when your turn/bend to the side.  i think this is expected.  the bottom section, on the back, c",Positive
"Very pleased with this top. i got the blue and white first and now i'm getting the red and white. the material is comfy and not sheer, and the slits at the side and the zipper in back add extra style.",Positive
This is one of those stunning retailer pieces that keep us coming back for more. it reminds me of the lithe dresses from the earlier retailer days. it fits tts. well made with side zipper that zips both the inner sheath and outer tulle overlay ( as opposed to those obnoxious linings that you wrestle with). the inner sheath has a fabulous lattice work pattern while the overlay has beading and embroidered detail.  sure to sell out.,Positive
"This cardigan is very cute and versatile. the knit is medium weight and will work well for moderate weather. i would say that the sizing is pretty true to size, but maybe runs just a bit large. thus, if you are in between sizes, order the smaller size.",Positive
"I like the idea of the dress, just not the fit in the bust. i'm not particularly big (32c), but it just didn't fit up there. i wish the dress had built in support because you can't really wear a bra.",Neutral
I am very happy with this shirt. i don't like skin tight clothes. i bought this top a bit loose but it does not look like i am wearing a sack. it is tunic length on me so i have worn it with jeans and boots. i love the way it flows while i walk. very flattering on. would definitely recommend!,Positive
"I've been looking for a great white blouse for awhile, and this is it! the tie waist is especially flattering for hourglass figures, but i'm sure it would add some curves to any body type. the fabric is soft, not crisp, and drapes beautifully. you definitely will be doing some ironing, though. it's a bit sheer, but i always wear nude bras and felt no need for a cami. i did buy the regular, rather than petite sizing and usually wear a 0 or 2, but had to size up to a 4 regular to avoid gaping in f",Positive
"The fabric was nothing special (i usually like a cotton/silk blend woven fabric, but this was stiff feeling) and the pattern was cute. but what made me return it was the fact that 1) the rose gold glitter dots are puffy paint. literally. puffy. paint. and 2) the dots were not quite dry on my top when it arrived. parts of the paint came off on my fingers and the top was stuck to itself because of it. i could barely unfold it.

i'm sure this could have been cute, but who wants a top that looks lik",Negative
Confortable and looks great how ever you wear it.,Positive
"I probably would not have purchased this sweater had i only seen it online because i typically think wool is scratchy, but this sweater caught my eye in the store and it is as soft as a sweater can get. i love the pink with the gold trim. it is so soft and warm. i have washed and worn it a few times already and have not had any problems with stretching, either.",Positive
"Cloth and stone never lets me down! awesome quality, comfort, and versatility. i imagine myself living in this dress this summer! soft fabric, easy breezy fit, pockets, machine washable...what's not to love? go buy it!",Positive
"I am so pleased with my purchase. the two different levels of the dress is just simply fun and unique. the attached matching, adjustable baby blue slip is a nice add. neither the dress or slip fit too tight or too loose around my torso. i ordered a small which fits me perfect and in case it is helpful, i am 5'7"", 133, and a 36a. 
if you have been considering this dress, don't delay, especially at the wonderful sale price!",Positive
"I've been looking for the right leggings that are of good quality, thick enough to feel appropriately covered, and a good price point - these are those leggings! need more!",Positive
"This is a beautiful cardigan. its effortless, lightweight, with some cool detail to keep that low key look extra stylish. the moss color is very subtle with a small lined print. i wanted to love this...the detail, the length, the weight and the color are all so dreamy...but for me, the arms were super tight. normally i'm a l or xl in all retailer tops and sweaters...and i do have larger arms which is always a struggle for me when shopping. i couldn't even get the cardigan on my arms. there is no s",Positive
This dress has a great design for any frame. it looks great with a belt to accentuate the waist but the dress stands great alone and doesn't require a lot of styling.,Positive
I saw this on one of the gals at my local retailer and fell in love. it is the coolest bomber and i instantly fell for it. i went with my normal l and i will be wearing this all fall and winter long it's just so unique and eye catching,Positive
"It seemed to stay in place and did not require constant readjustment. however, i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.",Negative
So unflattering! really disappointed. made me look 6 month pregnant and i'm a petite size 2.,Negative
"Mine was slightly tight across the bust area, but i'm able to leave it open with a light tank underneath. it still looks great!",Positive
I was excited about this - - such a lovely look online. but on me...it was just meh. i'm a little heavy right now so that could be playing into it...but i will say i loved the top part of the dress. very flattering and subtly sexy. but the bottom..it just hangs like a rag. it needs either more material for a swishier effect...or it needs to be a different material. or maybe knit just doesn't work on me in the form of a dress! the knit is nice but i kind of also feel like it is chintzy...i can't,Neutral
"I love the look of peplum tops, i think they are very forgiving, and they do a fantastic job of hiding my residual baby weight while still allowing me to look like i have an amazing figure (not washed out figure). i have several peplum tops, but most of them are made out of a thicker fabric and they don't have much movability. i absolutely love this one because it is a more casual design and much more comfortable than i am used to while still keeping the integrity of the peplum design. the fabri",Positive
"This dress looks so beautiful on the model and i couldn't resist ordering it on-line. i have an athletic build -- read small hips -- straight. i'm 5'5' and 135 lbs. i was very disappointed when i put on. it's made for a curvy build. the dress was just too big, especially around the hips. i think this dress is probably beautiful on a curvier build!",Neutral
"I can't say enough about this top! absolutely adorable, the pics don't do it justice. it is made of a soft, medium weight jersey material. the lace makes the top more dressey and unique. the drop waiste elongatesy our torso and is loose pleated at the bottom for interest. i am 5'6'', 135 pounds, and long waisted. this fits me perfect (sz small.) the pleated bottom on me begins at low hips (below belly button) so it layes nice and is very flattering. no swing to the top,no bulky extra flare at al",Positive
I had to call so many stores to track this shirt down and in the end it wasn't worth it. i got an xs and it was quite baggy. i never buy petite shirts because i feel like they are too short but in this case i think the shirt would have been perfect in whatever the smallest petite size is. for someone who's bigger i'd definitely check this shirt out.,Neutral
"Wow was this top huge on me! i am usually a large, but lean towards xl when things don't have stretch. i sized up out of fear that my bust couldn't squeeze into a large (36dd) and i didn't want the buttons in the back to gape. when i took this out of the package (i purchased the blue) i knew right away it was way too big. looked like it could fit my husband. the sides poofed out so far, i looked ridiculous (if you look at the photos, the model is trying very hard to control the poofiness with he",Neutral
"This is a good skirt, although i think the fabric keeps it from being great. it fits well, has a good shape, and drapes nicely. the synthetic material is ok, and i'll keep it, but it may limit the use. i'll wear it to work, but probably not to nicer events.",Positive
"This is such a neat dress. the color is great and the fabric is super soft. i am tall so the long length was an added bonus. it definitely needs something underneath since the front gaps. i am going to pair it with a funky tank top, necklaces and boots. super cute!!",Positive
Love this dress! it can be worn in cold or warm weather with tights and boots or sandals and bare legs. the fit is roomy and a little longer in back. it washes nicely without losing length.,Positive
"I ordered a regular size s and it was way too boxy for my body type and shorter than the stated length. i don't know if the length stated is from a size m, but the small was definitely shorter (in the front at least).  if you're petite with curves like me, it's not a flattering cut.",Negative
"Loved the material and the style. unfortunately, my fears came true when i received this swimsuit, and there wasn't enough support despite a review i had read. as a 36d, i thought the halter would be enough support, however, the material is too stretchy to rely on that completely. i am sad i won't be keeping this though. the material is heavenly!!!",Negative
"This dress is even prettier in person. i'm 5'5"" and usually a 4 in fit and flare dresses and got this in a 4. fits like a glove and hits right above my knee. the hook and eye closure does get caught on the delicate lace, so be careful of that. otherwise, this dress is perfect for summer weddings!",Positive
"Love this jacket!!! it is soooo soft and goes with everything. you will want to wear it every day. loved it so much i bought my mother one, too.",Positive
"This is a great white dress for summer.

i tried on a 4 in store and it was too big for me especially in the underarm area. when i tried on the 2, it fit perfectly. i almost felt like there should be a 3, ha ha, because it felt like it made more of a difference to downsize than i expected. that being said, i took the 2 home since it looked like it was tailored to fit my body (but not in a super tight way).

fyi, i'm not super curvy. if you have a larger chest you may need your regular size.",Positive
"So, this dress is extremely comfortable, but it's just really awkward. i am on the fence about keeping it, my husband loves it and thinks i should. it just draws attention to the belly, so any issues after having kids, is very noticeable. not to mention the huge cutouts for the arms. very comfortable, but not sure if i will keep it.",Neutral
I love the style of this dress but felt that it didn't look great on. really sad it didn't work out :( felt like it was too short and the drop waist was awkward and looked childish. beautiful fabric and design if it fits you well though!,Positive
